title_original,text_original,posted_on_original,date_of_power_shutdown
Chennai Burns Up One - Fifth of the Electricity of the State!," For the past two years, the average power ingestion of the Chennai city stays still at 20 % based on the data imparted by the TamilNadu Generation and Distribution Corporation Limited (Tangedco).",Posted On : 22/Apr/2014 2:52:34 PM,n/a
Power shut-downs to stop after May," TANGEDCO officials have informed that power shut-downs will stop from May. There might power-cuts of 2 hours in some parts of Chennai city n a rotational basis, only if required.",Posted On : 16/Apr/2014 4:10:11 PM,n/a
Sustained Electricity – Tamil Nadu Government Order," As here is just a week before the scheduled parliamentary election, Tamil Nadu government has issued orders that sustained power supply should be made available to all residents.",Posted On : 15/Apr/2014 2:47:50 PM,n/a
Renewable Power via Kayathar- Chennai Transmission Line Inference by April End," Sources from state electricity board utility Tangedco confirmed that, in TamilNadu the well appreciated Kayathar-Chennai transmission line will be bespoke by April end.",Posted On : 14/Apr/2014 12:29:41 PM,n/a
2 hours power cut in Chennai post-elections, It is surprisingly looked upon at the uninterrupted power supply in Chennai while others face irksome power cuts at unexpected timings. But Chennaites ought to get ready for facing such pampering power cuts post-elections. ,Posted On : 12/Apr/2014 11:33:38 AM,2
Daily 4-hours power-cut in Chennai – Officials awaiting government approval, TANGEDCO officials have decided to increase the daily power shut-down duration in Chennai in order to counter the severe shortage of power.,Posted On : 11/Apr/2014 3:35:59 PM,4
Power-cut even during midnight! Public distressed – Failure of new power units the worry for officials," Power-cut has been enforced even during midnight over the last 2 days, rendering the people fretting and sleepless. ",Posted On : 08/Apr/2014 3:05:54 PM,n/a
Power cut at industrial areas badly affects productivity," Power cut is again started. And obviously, small scale industries are badly affected without being able to continue their productivity.",Posted On : 27/Mar/2014 5:48:33 PM,n/a
No power-cut in Chennai city – Other districts resentful!," In order to tide over the current power shortage, power cut has been enforced in all districts except Chennai district. The public in all other districts resent this very much.",Posted On : 26/Mar/2014 4:18:52 PM,n/a
High power consumption in Tamil Nadu," With summer heat soaring high the total power consumption on Monday was 271.043 million units .With the onset of summer, domestic demand has shot up. ",Posted On : 26/Mar/2014 12:05:34 PM,n/a
"2,000MW from three new power units", There were severe power cuts in Tamil Nadu lasting up to four to six hours.,Posted On : 25/Mar/2014 12:20:51 PM,2000
5-hours power-cut again in Tamil Nadu – Due to shortage of power generation from windmills.," Due to unexpected reduction of power generation from the wind-energy plants and failure of some units in other power production plants, and the increase in power demand, all districts except Chennai will have daily 5-hours power cut. ",Posted On : 24/Mar/2014 4:43:59 PM,5
Now Tamil Nadu has no power problems, Tamil Nadu was facing three to four hours of power cuts in several areas  for the last couple of days.,Posted On : 24/Mar/2014 2:27:59 PM,n/a
4 hours power cut in Tamil Nadu," Though it sounds ridiculous since Tamil Nadu Government has taken necessary steps to avoid power cuts this summer,",Posted On : 22/Mar/2014 12:06:01 PM,4
Power generation reduced in Vallur & North Madras thermal power stations," Since the thermal power station generation units at Vallur and North Madras were shut down due to some faults, the entire state of Tamil Nadu experienced a power cut for an extra period of 2 to 3 hours.",Posted On : 21/Mar/2014 2:35:39 PM,n/a
Chennai to follow Maharashtra to overcome power shortage," With the increase in the temperature in the city, the need for power naturally gets higher.",Posted On : 20/Mar/2014 5:10:14 PM,n/a
Vallur Thermal Power Station – Power Generation Down, A 1000 MW power plant has been installed at Vallur near Ponneri in Thiruvallur district by NTPC & TANGEDCO. The 2nd unit of 500 MW was shut down due to some technical problems.,Posted On : 08/Mar/2014 6:08:18 PM,n/a
1680 MW shortage of Power in Tamil Nadu due to outage of 5 Power Stations – Stpes taken to ensure smooth Parliamentary Elections, 4 units from Mettur & North Chennai and 1 unit from Neiveli are down and there is a shortfall of 1680 MW of power. ,Posted On : 05/Mar/2014 3:27:53 PM,16805
"New Power Cut schedule for Chennai from March 1, 2014"," The Tamilnadu Electricity Board has changed the Power Cut schedule of Chennai City from March 1st ( Saturday ), 2014. ",Posted On : 28/Feb/2014 11:03:22 AM,12014
Power shutdown areas in Chennai on 01-03-2014, Power supply will be suspended in the following areas on 01-03-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 28/Feb/2014 10:55:04 AM,03-01-2014
Power shutdown areas in Chennai on 28-02-2014, Power supply will be suspended in the following areas on 28-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 26/Feb/2014 4:11:57 PM,02-28-2014
Black out in Chennai," Chennaites experienced blackout on Tuesday night. While Alandur, Velachery, Otteri, Nammalwarpet went without power due to short-circuits in cables.",Posted On : 26/Feb/2014 12:31:22 PM,n/a
Power shutdown areas in Chennai on 27-02-2014, Power supply will be suspended in the following areas on 27-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 25/Feb/2014 4:27:01 PM,02-27-2014
Power shutdown areas in Chennai on 26-02-2014, Power supply will be suspended in the following areas on 26-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 24/Feb/2014 4:38:11 PM,02-26-2014
Power shutdown areas in Chennai on 25-02-2014, Power supply will be suspended in the following areas on 25-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 22/Feb/2014 9:21:03 PM,02-25-2014
Power shutdown areas in Chennai on 24-02-2014, Power supply will be suspended in the following areas on 24-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 22/Feb/2014 9:19:16 PM,02-24-2014
Power cut peeps out," The chill climate is gone, and back is the hot season. Not just these, even the uninterrupted power supply is gone. ",Posted On : 22/Feb/2014 8:56:41 PM,n/a
Power shutdown areas in Chennai on 22-02-2014, Power supply will be suspended in the following areas on 22-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 20/Feb/2014 5:25:11 PM,02-22-2014
Power shutdown areas in Chennai on 21-02-2014, Power supply will be suspended in the following areas on 21-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 19/Feb/2014 5:03:12 PM,02-21-2014
Power shutdown areas in Chennai on 20-02-2014, Power supply will be suspended in the following areas on 20-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 18/Feb/2014 5:05:56 PM,02-20-2014
Power shutdown areas in Chennai on 19-02-2014, Power supply will be suspended in the following areas on 19-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 17/Feb/2014 4:55:59 PM,02-19-2014
Power Shutdown Areas In Chennai On 18-02-2014,  Power supply will be suspended in the following areas on 18-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 15/Feb/2014 4:27:44 PM,02-18-2014
Power shutdown areas in Chennai on 17-02-2014, Power supply will be suspended in the following areas on 17-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 15/Feb/2014 3:52:55 PM,02-17-2014
Power shutdown areas in Chennai on 14-02-2014, Power supply will be suspended in the following areas on 14-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 12/Feb/2014 3:16:55 PM,02-14-2014
Power shutdown areas in Chennai on 13-02-2014, Power supply will be suspended in the following areas on 13-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 11/Feb/2014 4:04:05 PM,02-13-2014
Power shutdown areas in Chennai on 12-02-2014, Power supply will be suspended in the following areas on 12-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 10/Feb/2014 4:23:55 PM,02-12-2014
Power shutdown areas in Chennai on 11-02-2014, Power supply will be suspended in the following areas on 11-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 08/Feb/2014 2:59:57 PM,02-11-2014
Power shutdown areas in Chennai on 10-02-2014, Power supply will be suspended in the following areas on 10-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 08/Feb/2014 2:32:03 PM,02-10-2014
Power shutdown areas in Chennai on 08-02-2014, Power supply will be suspended in the following areas on 08-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work,Posted On : 06/Feb/2014 4:03:53 PM,02-08-2014
"Unannounced power cuts - 1,270 MW Electricity Shortages in a Single Day"," People are getting discontent, because of inconsistency in the power cut.  Since the demand is more than the production of the electricity, the shortage is getting balanced by the power cut.",Posted On : 06/Feb/2014 11:56:23 AM,1270
Power shutdown areas in Chennai on 07-02-2014, Power supply will be suspended in the following areas on 07-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 05/Feb/2014 3:58:49 PM,02-07-2014
Power shutdown areas in Chennai on 06-02-2014, Power supply will be suspended in the following areas on 06-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 04/Feb/2014 4:54:02 PM,02-06-2014
Power shutdown areas in Chennai on 05-02-2014, Power supply will be suspended in the following areas on 05-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 03/Feb/2014 4:42:09 PM,02-05-2014
Power Shutdown Areas Tuesday (04.02.2014)," Power Shutdown for these areas in Chennai on Tuesday (4.2.2014) Thillaiganga Nagar, Kaladipet, Thirumullaivoyal, Pondeswaram, Velachery, Kamaraj Nagar, Sholinganallur, Govt.Estate.",Posted On : 01/Feb/2014 4:20:18 PM,02-04-2014
Power Shutdown Areas Monday (03.02.2014)," Power Shutdown for these areas in Chennai on Monday (3.2.2014) Vyasarpadi Industrial Estate, Chetpet SS, Kottivakkam, Flower Bazaar.",Posted On : 01/Feb/2014 4:09:10 PM,02-03-2014
Power shutdown areas in Chennai on 01-02-2014, Power supply will be suspended in the following areas on 01-02-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 30/Jan/2014 4:50:53 PM,02-01-2014
New Power Cut schedule of Chennai City from February 1st," The Tamilnadu Electricity Board has changed the Power Cut schedule of Chennai City from February 1st ( Saturday ), 2014.",Posted On : 30/Jan/2014 4:46:59 PM,1
Power shutdown areas in Chennai on 31-01-2014, Power supply will be suspended in the following areas on 31-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 29/Jan/2014 4:33:50 PM,01-31-2014
Power shutdown areas in Chennai on 30-01-2014, Power supply will be suspended in the following areas on 30-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 28/Jan/2014 4:58:25 PM,01-30-2014
Power shutdown areas in Chennai on 29-01-2014, Power supply will be suspended in the following areas on 29-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 27/Jan/2014 3:49:51 PM,01-29-2014
Power shutdown areas in Chennai on 28-01-2014, Power supply will be suspended in the following areas on 28-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 25/Jan/2014 4:23:54 PM,01-28-2014
Power shutdown areas in Chennai on 27-01-2014, Power supply will be suspended in the following areas on 27-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 25/Jan/2014 4:18:46 PM,01-27-2014
Power shutdown areas in Chennai on 25-01-2014, Power supply will be suspended in the following areas on 25-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 23/Jan/2014 4:01:16 PM,01-25-2014
Power shutdown areas in Chennai on 24-01-2014, Power supply will be suspended in the following areas on 24-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 22/Jan/2014 5:35:31 PM,01-24-2014
Power shutdown areas in Chennai on 23-01-2014, Power supply will be suspended in the following areas on 23-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 21/Jan/2014 3:45:21 PM,01-23-2014
Power shutdown areas in Chennai on 22-01-2014, Power supply will be suspended in the following areas on 22-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 20/Jan/2014 4:51:07 PM,01-22-2014
Power shutdown areas in Chennai on 21-01-2014, Power supply will be suspended in the following areas on 21-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 20/Jan/2014 12:15:53 PM,01-21-2014
Power shutdown areas in Chennai on 18-01-2014, Power supply will be suspended in the following areas on 18-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 16/Jan/2014 10:56:52 AM,01-18-2014
Power shutdown areas in Chennai on 17-01-2014, Power supply will be suspended in the following areas on 17-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 16/Jan/2014 10:48:22 AM,01-17-2014
Power shutdown areas in Chennai on 13-01-2014, Power supply will be suspended in the following areas on 13-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 10/Jan/2014 4:47:45 PM,01-13-2014
Power shutdown areas in Chennai on 11-01-2014, Power supply will be suspended in the following areas on 11-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 09/Jan/2014 5:46:00 PM,01-11-2014
Power shutdown areas in Chennai on 10-01-2014, Power supply will be suspended in the following areas on 10-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 08/Jan/2014 5:12:50 PM,01-10-2014
Power shutdown areas in Chennai on 09-01-2014, Power supply will be suspended in the following areas on 09-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 07/Jan/2014 4:04:37 PM,01-09-2014
Power shutdown areas in Chennai on 08-01-2014, Power supply will be suspended in the following areas on 08-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 06/Jan/2014 5:23:09 PM,01-08-2014
Power shutdown areas in Chennai on 07-01-2014, Power supply will be suspended in the following areas on 07-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 04/Jan/2014 5:54:09 PM,01-07-2014
Power shutdown areas in Chennai on 06-01-2014, Power supply will be suspended in the following areas on 06-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 04/Jan/2014 5:49:13 PM,01-06-2014
New transmission line energized: will ease the shortage of power in Tamil Nadu," A new transmission system, constructed at the cost of Rs .815 Crores, to bring electricity to the South from the North has been energized.",Posted On : 03/Jan/2014 9:57:25 AM,n/a
Power shutdown areas in Chennai on 04-01-2014, Power supply will be suspended in the following areas on 04-01-2014 between 9.00 A.M. to 5.00 P.M. for maintenance work.,Posted On : 02/Jan/2014 6:00:37 PM,01-04-2014
